Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2016,II,Cyphastrea spp.,Anthozoa,Scleractinia,Faviidae,Cyphastrea,US,ID,,10.0,,live,,T,C
2016,I,Eretmochelys imbricata,Reptilia,Testudines,Cheloniidae,Eretmochelys,US,FR,PF,1.0,,carvings,,P,I
2016,II,Goniopora stokesi,Anthozoa,Scleractinia,Poritidae,Goniopora,IT,AU,,45.0,,live,,T,W
2016,III,Lodoicea maldivica,,Arecales,Palmae,Lodoicea,PK,SC,,,100.0,dried plants,kg,T,W
2016,II,Porroglossum spp.,,Orchidales,Orchidaceae,Porroglossum,US,PE,,,7.0,live,,T,A
2016,II,Cymbidium sinense,,Orchidales,Orchidaceae,Cymbidium,JP,TW,,64.0,,live,,T,A
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,GB,ZW,11.0,14.0,leather products (small),,T,C
2016,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,JP,US,ID,,10.0,leather products (small),,T,I
2016,II,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,CH,DE,,,1.0,skins,,T,W
2016,II,Ovis ammon severtzovi,Mammalia,Artiodactyla,Bovidae,Ovis,RU,UZ,,,2.0,trophies,,H,W
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,TW,SG,US,,17.0,leather products (small),,T,W
2016,II,Acropora yongei,Anthozoa,Scleractinia,Acroporidae,Acropora,US,ID,,1085.0,,live,,T,F
2016,II,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CL,IT,,,45000.0,eggs (live),,B,C
2016,II,Bletilla striata,,Orchidales,Orchidaceae,Bletilla,US,JP,,,1235.0,live,,T,A
2016,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,KR,NL,,,1305.0,live,,,A
2016,II,Adenia olaboensis,,Violales,Passifloraceae,Adenia,ZA,CZ,,,10.0,live,,T,A
2016,II,Eudocimus ruber,Aves,Ciconiiformes,Threskiornithidae,Eudocimus,AE,QA,,,80.0,live,,T,F
2016,II,Platycercus elegans,Aves,Psittaciformes,Psittacidae,Platycercus,AW,NL,,,4.0,live,,T,C
2016,II,Chlorocebus aethiops,Mammalia,Primates,Cercopithecidae,Chlorocebus,TW,GB,XX,,1.0,specimens,ml,M,O
2016,II,Alveopora spp.,Anthozoa,Scleractinia,Poritidae,Alveopora,NZ,ID,,,27.0,live,,T,F
2016,II,Echinocactus spp.,,Caryophyllales,Cactaceae,Echinocactus,KZ,NL,,,196.0,live,,,A
2016,I,Pongo pygmaeus,Mammalia,Primates,Hominidae,Pongo,IL,NL,,,1.0,live,,Z,C
2016,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,ZA,NL,ID,,9.0,leather products (small),,T,W
2016,II,Goniopora stokesi,Anthozoa,Scleractinia,Poritidae,Goniopora,AT,ID,,163.0,370.0,live,,T,W
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,HK,MY,LA,2.0,1.0,leather products (small),,T,C
2016,II,Platycercus eximius,Aves,Psittaciformes,Psittacidae,Platycercus,GT,CU,,,150.0,live,,T,C
2016,II,Lycaste hybrid,,Orchidales,Orchidaceae,Lycaste,CA,PE,,,20.0,live,,T,A
2016,II,Corallus caninus,Reptilia,Serpentes,Boidae,Corallus,CA,US,,,1.0,live,,T,F
2016,II,Aerides houlletiana,,Orchidales,Orchidaceae,Aerides,AF,TH,,10.0,,live,,T,A
2016,II,Panthera leo,Mammalia,Carnivora,Felidae,Panthera,BR,PT,,,4.0,live,,Z,C
2016,II,Orchidaceae spp.,,Orchidales,Orchidaceae,,JP,MY,,190.0,,stems,,T,A
2016,II,Hydnophora exesa,Anthozoa,Scleractinia,Merulinidae,Hydnophora,FR,ID,,259.0,208.0,live,,T,W
2016,II,Nepenthes spectabilis,,Nepenthales,Nepenthaceae,Nepenthes,JP,LK,,25.0,,live,,T,A
2016,II,Operculicarya pachypus,,Sapindales,Anacardiaceae,Operculicarya,HK,MG,,570.0,420.0,live,,T,W
2016,II,Masdevallia glomerosa,,Orchidales,Orchidaceae,Masdevallia,JP,EC,,2.0,,live,,T,A
2016,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,IT,XX,,1.0,ivory pieces,,P,O
2016,II,Acipenser hybrid,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,NL,,5.0,,caviar,kg,T,C
2016,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,AT,,,6.0,5.0,trophies,,H,W
2016,I,Panthera pardus,Mammalia,Carnivora,Felidae,Panthera,CN,ZA,,1.0,,bodies,,H,W
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,DE,VN,,14.0,,leather products (small),,T,C
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,US,ZW,,246.0,256.0,leather products (small),,T,W
2016,II,Prunus africana,,Rosales,Rosaceae,Prunus,US,ES,CM,,300.0,extract,kg,T,W
2016,N,Pterapogon kauderni,Actinopteri,Perciformes,Apogonidae,Pterapogon,IT,SG,,3.0,,live,,,
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,MX,FR,VN,,208.0,leather products (small),,T,C
2016,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,JP,GL,,,1.0,carvings,,P,W
2016,II,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CZ,,,1.0,1.0,trophies,,H,W
2016,II,Crocodylus spp.,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,TH,XX,1.0,,leather products (large),,P,I
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,MX,ID,,,77.0,leather products (small),,T,W
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,SG,CN,US,,70.0,skins,,E,W
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,PT,CH,ZW,4.0,,leather products (small),,T,C
2016,II,Cephalophus dorsalis,Mammalia,Artiodactyla,Bovidae,Cephalophus,RU,FR,XX,,1.0,carvings,,Q,O
2016,II,Hippopotamus amphibius,Mammalia,Artiodactyla,Hippopotamidae,Hippopotamus,FR,ZW,,2.0,,teeth,,P,W
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,CH,FR,LA,,31.0,leather products (small),,T,C
2016,II,Rhipsalis neves-armondii,,Caryophyllales,Cactaceae,Rhipsalis,NL,ZW,,13000.0,,stems,,T,A
2016,II,Pilosocereus chrysostele,,Caryophyllales,Cactaceae,Pilosocereus,MK,NL,,,472.0,live,,,A
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CH,IT,ZA,,46.0,garments,,T,C
2016,II,Phalaenopsis cornucervi,,Orchidales,Orchidaceae,Phalaenopsis,MU,MY,,,300.0,live,,T,A
2016,II,Salvator merianae,Reptilia,Sauria,Teiidae,Salvator,IT,CN,AR,244.0,,leather products (small),,T,W
2016,I,Paphiopedilum kolopakingii,,Orchidales,Orchidaceae,Paphiopedilum,JP,TW,,10.0,,live,,T,D
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,BY,IT,US,,2.0,leather products (small),,T,W
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,JP,ES,VN,204.0,211.0,leather products (small),,T,C
2016,II,Acropora prostrata,Anthozoa,Scleractinia,Acroporidae,Acropora,US,JM,ID,6.0,,live,,T,F
2016,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,CH,ID,,,2.0,leather products (small),,T,W
2016,II,Nepenthes truncata,,Nepenthales,Nepenthaceae,Nepenthes,JP,MY,,15.0,,live,,T,A
2016,II,Vanda coerulea,,Orchidales,Orchidaceae,Vanda,DE,US,,4.0,,live,,T,A
2016,II,Porroglossum mordax,,Orchidales,Orchidaceae,Porroglossum,DE,EC,,6.0,,live,,T,A
2016,III,Civettictis civetta,Mammalia,Carnivora,Viverridae,Civettictis,CN,FR,ET,,0.6,extract,kg,T,R
2016,II,Acipenser transmontanus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,IN,DE,IT,,0.09,extract,g,T,C
2016,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,ID,FR,ID,,108.0,leather products (small),,T,W
2016,II,Aldabrachelys gigantea,Reptilia,Testudines,Testudinidae,Aldabrachelys,KR,HK,SC,,37.0,live,,T,C
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,NO,CH,VN,1.0,,leather products (small),,T,C
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,DK,ZA,,13.0,,leather products (large),,T,C
2016,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,GB,CH,AU,13.0,,leather products (small),,T,C
2016,II,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CH,DE,,,106.419,caviar,kg,T,C
2016,II,Aloe fibrosa,,Liliales,Liliaceae,Aloe,CH,NL,,,12.0,live,,,A
2016,I,Falco peregrinus,Aves,Falconiformes,Falconidae,Falco,QA,BH,,1.0,,live,,P,C
2016,II,Vicugna vicugna,Mammalia,Artiodactyla,Camelidae,Vicugna,MX,IT,PE,,48.76,cloth,m2,T,W
2016,II,Strix nebulosa,Aves,Strigiformes,Strigidae,Strix,JP,BE,DE,10.0,10.0,live,,T,C
2016,II,Aquilaria malaccensis,,Myrtales,Thymelaeaceae,Aquilaria,ZA,ID,,,1.0,chips,,P,W
2016,II,Lynx canadensis,Mammalia,Carnivora,Felidae,Lynx,GR,US,HK,9.0,,garments,,T,W
2016,II,Dalbergia spp.,,Fabales,Leguminosae,Dalbergia,TW,SV,,,15.0,timber,m3,T,W
2016,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,CN,FR,IN,,1.0,leather products (small),,T,O
2016,II,Ferocactus pilosus,,Caryophyllales,Cactaceae,Ferocactus,AO,NL,,,21.0,live,,,A
2016,II,Equus zebra hartmannae,Mammalia,Perissodactyla,Equidae,Equus,AR,ZA,,1.0,,trophies,,H,W
2016,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,XX,PL,,,52.0,piano keys,,T,O
2016,II,Vanilla planifolia,,Orchidales,Orchidaceae,Vanilla,US,AR,,,10.0,live,,T,A
2016,II,Vanda lamellata,,Orchidales,Orchidaceae,Vanda,JP,PH,,30.0,40.0,live,,T,A
2016,II,Cibotium barometz,,Dicksoniales,Dicksoniaceae,Cibotium,US,CN,,200.0,,live,kg,T,I
2016,II,Millepora spp.,Hydrozoa,Milleporina,Milleporidae,Millepora,CH,ID,,,27.0,live,,T,W
2016,II,Salvator merianae,Reptilia,Sauria,Teiidae,Salvator,JP,FR,AR,4.0,2.0,leather products (small),,T,W
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,CN,MC,ZW,,4.0,leather products (small),,P,C
2016,II,Dendrobium loddigesii,,Orchidales,Orchidaceae,Dendrobium,CA,HK,CN,,139.97,medicine,kg,T,A
2016,II,Chlorocebus pygerythrus,Mammalia,Primates,Cercopithecidae,Chlorocebus,US,ZA,,190.0,,trophies,,H,W
2016,II,Favites spp.,Anthozoa,Scleractinia,Faviidae,Favites,MX,US,SB,,34.0,live,,T,W
2016,II,Amazona albifrons,Aves,Psittaciformes,Psittacidae,Amazona,AE,OM,ZA,,4.0,live,,T,C
2016,II,Parodia warasii,,Caryophyllales,Cactaceae,Parodia,BB,NL,,,77.0,live,,,A
2016,II,Pithecia monachus,Mammalia,Primates,Pitheciidae,Pithecia,US,PE,,,2.0,specimens,ml,S,W
2016,II,Varanus salvator,Reptilia,Sauria,Varanidae,Varanus,UA,FR,MY,,7.0,leather products (small),,T,W
2016,III,Pavo cristatus,Aves,Galliformes,Phasianidae,Pavo,US,KE,IS,3500.04,0.12,feathers,kg,T,C
2016,II,Hydnophora rigida,Anthozoa,Scleractinia,Merulinidae,Hydnophora,GB,FJ,,20.0,,live,,T,W
2016,II,Eulophiella spp.,,Orchidales,Orchidaceae,Eulophiella,FR,MG,,,14.0,live,,T,A
2016,II,Iguana iguana,Reptilia,Sauria,Iguanidae,Iguana,GT,SV,,,30.0,live,,T,C
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,NO,FR,US,49.0,129.5,leather products (small),,T,W
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,TR,NL,ID,3.0,3.0,leather products (small),,T,W
2016,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,KR,GB,CA,,500.0,ivory pieces,kg,T,W
2016,II,Gymnocalycium marsoneri,,Caryophyllales,Cactaceae,Gymnocalycium,SG,MY,,,2000.0,live,,T,A
2016,II,Holcoglossum hybrid,,Orchidales,Orchidaceae,Holcoglossum,US,CN,,,130.0,live,,T,A
2016,II,Mammillaria rhodantha,,Caryophyllales,Cactaceae,Mammillaria,MK,NL,,,536.0,live,,,A
2016,II,Pachyseris rugosa,Anthozoa,Scleractinia,Agariciidae,Pachyseris,US,ID,,3.0,,live,,T,F
2016,II,Symphyllia spp.,Anthozoa,Scleractinia,Mussidae,Symphyllia,NO,ID,,,99.0,live,,T,F
2016,II,Tapirus terrestris,Mammalia,Perissodactyla,Tapiridae,Tapirus,CN,NL,GB,,2.0,live,,Z,C
2016,II,Pulsatrix perspicillata,Aves,Strigiformes,Strigidae,Pulsatrix,NP,BE,DK,,2.0,live,,T,C
2016,II,Nepenthes ampullaria,,Nepenthales,Nepenthaceae,Nepenthes,JP,MY,,,31.0,cultures,,T,A
2016,II,Cycas revoluta,,Cycadales,Cycadaceae,Cycas,SG,JP,,,18.0,live,,T,A
2016,II,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,OM,DE,IT,,5.089,extract,g,T,C
2016,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,CH,FR,,,0.5,carvings,,T,C
2016,II,Ramphastos vitellinus,Aves,Piciformes,Ramphastidae,Ramphastos,US,GY,,,3.0,feathers,,T,W
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,HK,TR,ID,,24.0,skins,,T,W
2016,II,Lycalopex gymnocercus,Mammalia,Carnivora,Canidae,Lycalopex,AE,IT,AR,,1.0,garments,,T,W
2016,II,Bulbophyllum costatum,,Orchidales,Orchidaceae,Bulbophyllum,ZA,PH,,,5.0,live,,T,A
2016,II,Bulnesia sarmientoi,,Sapindales,Zygophyllaceae,Bulnesia,CH,DE,PY,,1000.0,oil,kg,T,W
2016,II,Vanda sanderiana,,Orchidales,Orchidaceae,Vanda,FR,TH,,30.0,,live,,T,A
2016,I,Loxodonta africana,Mammalia,Proboscidea,Elephantidae,Loxodonta,CH,IT,XX,,1.0,ivory pieces,,P,W
2016,I,Ara macao,Aves,Psittaciformes,Psittacidae,Ara,KW,ES,,2.0,7.0,live,,T,C
2016,I,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,BD,MY,,,100.0,live,,T,C
2016,II,Pectinia spp.,Anthozoa,Scleractinia,Pectiniidae,Pectinia,CA,ID,,,39.0,live,,T,W
2016,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,US,SG,AU,700.0,700.0,skin pieces,,T,R
2016,II,Galanthus spp.,,Liliales,Amaryllidaceae,Galanthus,CA,NL,,,5700.0,roots,,T,A
2016,II,Arapaima gigas,Actinopteri,Osteoglossiformes,Arapaimidae,Arapaima,RU,IT,BR,,5.0,leather products (small),,T,C
2016,II,Pyrrhura molinae,Aves,Psittaciformes,Psittacidae,Pyrrhura,AW,NL,,,4.0,live,,T,C
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,US,CH,MY,1.0,,leather products (large),,T,W
2016,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CL,HU,JP,,1.0,ivory carvings,,T,O
2016,I,Symphalangus syndactylus,Mammalia,Primates,Hylobatidae,Symphalangus,SG,FR,,1.0,1.0,live,,Z,C
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,HK,IT,ZM,28.0,,jewellery,,T,R
2016,II,Euphorbia spp.,,Euphorbiales,Euphorbiaceae,Euphorbia,US,NL,,6.0,,live,,T,A
2016,II,Psittacula eupatria,Aves,Psittaciformes,Psittacidae,Psittacula,PK,NL,,,4.0,live,,T,C
2016,II,Caiman crocodilus yacare,Reptilia,Crocodylia,Alligatoridae,Caiman,AZ,MC,BO,,2.0,leather products (small),,P,W
2016,III,Cedrela odorata,,Sapindales,Meliaceae,Cedrela,JP,ES,BR,0.958,0.96,sawn wood,m3,T,W
2016,III,Odobenus rosmarus,Mammalia,Carnivora,Odobenidae,Odobenus,AU,GL,,,2.0,carvings,,P,W
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,ZA,GB,ZW,,2.0,leather products (small),,T,C
2016,II,Caiman crocodilus crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,MN,IT,VE,,4.0,leather products (small),,T,W
2016,II,Aloe aristata,,Liliales,Liliaceae,Aloe,KZ,NL,,,234.0,live,,,A
2016,II,Psittacus erithacus,Aves,Psittaciformes,Psittacidae,Psittacus,CA,KW,ZA,,1.0,live,,P,C
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,IN,CH,XV,5.0,,leather products (small),,T,C
2016,II,Dendrobium farmeri,,Orchidales,Orchidaceae,Dendrobium,FR,TH,,25.0,,live,,T,I
2016,II,Platystele spp.,,Orchidales,Orchidaceae,Platystele,DE,EC,,164.0,,live,,T,A
2016,II,Haageocereus versicolor,,Caryophyllales,Cactaceae,Haageocereus,NO,NL,,,712.0,live,,,A
2016,II,Euphorbia trichadenia,,Euphorbiales,Euphorbiaceae,Euphorbia,RU,CZ,,,2.0,live,,T,A
2016,II,Crocodylus novaeguineae,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,ID,,,55.0,skins,,T,W
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,BY,IT,ZW,,1.0,leather products (large),,P,R
2016,II,Morenia petersi,Reptilia,Testudines,Geoemydidae,Morenia,TW,US,CZ,,2.0,live,,T,F
2016,II,Masdevallia murex,,Orchidales,Orchidaceae,Masdevallia,DE,EC,,9.0,,live,,T,A
2016,II,Schomburgkia spp.,,Orchidales,Orchidaceae,Schomburgkia,DE,CO,,1.0,,live,,T,A
2016,II,Acipenser transmontanus,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,VN,FR,IT,,11.265,cosmetics,mg,T,C
2016,II,Leptoseris spp.,Anthozoa,Scleractinia,Agariciidae,Leptoseris,NO,ID,,,40.0,live,,T,F
2016,II,Podocnemis unifilis,Reptilia,Testudines,Podocnemididae,Podocnemis,PH,HK,PE,100.0,,live,,B,C
2016,II,Caiman crocodilus,Reptilia,Crocodylia,Alligatoridae,Caiman,AE,IT,BO,,1.0,leather products (small),,T,W
2016,II,Cypripedium hybrid,,Orchidales,Orchidaceae,Cypripedium,US,BE,,,20.0,live,,T,A
2016,II,Macaca fascicularis,Mammalia,Primates,Cercopithecidae,Macaca,BN,US,MU,,9.0,specimens,,M,F
2016,II,Ara chloropterus,Aves,Psittaciformes,Psittacidae,Ara,ID,SG,GY,,1.0,live,,P,W
2016,I,Cacatua sulphurea,Aves,Psittaciformes,Cacatuidae,Cacatua,NO,DK,DE,,1.0,live,,T,C
2016,II,Masdevallia picturata,,Orchidales,Orchidaceae,Masdevallia,US,PE,,,6.0,live,,T,A
2016,II,Panthera leo,Mammalia,Carnivora,Felidae,Panthera,US,CA,ZA,1.0,,rug,,P,W
2016,II,Montastrea cavernosa,Anthozoa,Scleractinia,Faviidae,Montastrea,DE,VG,,2.0,2.0,raw corals,,S,W
2016,II,Droseraceae spp.,,Nepenthales,Droseraceae,,NO,NL,,,48.0,live,,,A
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,TN,ES,ID,,66.0,skins,,T,W
2016,II,Ranitomeya imitator,Amphibia,Anura,Dendrobatidae,Ranitomeya,US,CA,,51.0,,live,,T,C
2016,I,Eulemur rubriventer,Mammalia,Primates,Lemuridae,Eulemur,RS,HU,PL,1.0,,live,,Z,C
2016,II,Goniastrea spp.,Anthozoa,Scleractinia,Faviidae,Goniastrea,BR,ID,,,41.0,live,,T,W
2016,II,Acanthophyllia deshayesiana,Anthozoa,Scleractinia,Mussidae,Acanthophyllia,BD,SG,TO,,6.0,live,,T,W
2016,II,Vanda tessellata,,Orchidales,Orchidaceae,Vanda,US,IN,,,75.0,live,,T,A
2016,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,AE,IE,,32.0,,live,,P,C
2016,II,Physogyra lichtensteini,Anthozoa,Scleractinia,Caryophylliidae,Physogyra,US,ID,,6.0,,live,,T,I
2016,II,Rhynchostylis gigantea,,Orchidales,Orchidaceae,Rhynchostylis,DE,MY,,10.0,30.0,live,,T,A
2016,II,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,US,IR,,50.0,,caviar,g,P,I
2016,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,IL,HK,ZM,,30.0,live,,T,C
2016,II,Dracula diana,,Orchidales,Orchidaceae,Dracula,DE,CO,,8.0,,live,,T,A
2016,II,Chelonoidis carbonarius,Reptilia,Testudines,Testudinidae,Chelonoidis,JP,BB,,150.0,150.0,live,,T,C
2016,II,Dendrobium unicum,,Orchidales,Orchidaceae,Dendrobium,JP,TH,,133.0,,live,,T,A
2016,II,Acipenser baerii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,CR,DE,,,5.8,caviar,kg,T,C
2016,II,Mammillaria spinosissima,,Caryophyllales,Cactaceae,Mammillaria,SR,NL,,,25.0,live,,,A
2016,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,US,PH,CO,,15.0,leather products (small),,T,C
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,AT,CH,US,1000.0,,sides,,T,C
2016,II,Dendrobium hybrid,,Orchidales,Orchidaceae,Dendrobium,MU,MY,,,1910.0,live,,T,A
2016,II,Pleurothallis titan,,Orchidales,Orchidaceae,Pleurothallis,DE,EC,,15.0,,live,,T,A
2016,II,Troides hypolitus,Insecta,Lepidoptera,Papilionidae,Troides,ES,ID,,,5.0,bodies,,T,F
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,CN,MT,US,,5.0,leather products (small),,T,W
2016,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,US,CN,HN,20654.0,,meat,kg,T,W
2016,II,Espostoa spp.,,Caryophyllales,Cactaceae,Espostoa,IQ,NL,,,31.0,live,,,A
2016,II,Ara ararauna,Aves,Psittaciformes,Psittacidae,Ara,DE,BR,ES,1.0,,live,,P,C
2016,II,Caiman latirostris,Reptilia,Crocodylia,Alligatoridae,Caiman,CN,IT,AR,2.0,88.0,leather products (small),,T,R
2016,II,Polystachya spp.,,Orchidales,Orchidaceae,Polystachya,DE,EC,,1.0,,live,,T,A
2016,II,Lobophyllia corymbosa,Anthozoa,Scleractinia,Mussidae,Lobophyllia,IR,ID,,,28.0,live,,T,W
2016,II,Aegolius funereus,Aves,Strigiformes,Strigidae,Aegolius,JP,BE,,2.0,2.0,live,,T,C
2016,II,Crocodylus niloticus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,SG,HK,ZA,,1.0,leather products (small),,T,C
2016,II,Rhipsalis micrantha,,Caryophyllales,Cactaceae,Rhipsalis,NO,NL,,,6.0,live,,,A
2016,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,TR,FR,SG,3.0,,leather products (small),,T,C
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,MX,IT,LA,,3.0,leather products (small),,P,C
2016,I,Falco peregrinus,Aves,Falconiformes,Falconidae,Falco,KW,DE,,,3.0,live,,T,C
2016,II,Dendrobates leucomelas,Amphibia,Anura,Dendrobatidae,Dendrobates,US,GY,,150.0,150.0,live,,T,W
2016,II,Montipora spp.,Anthozoa,Scleractinia,Acroporidae,Montipora,US,ID,,300.0,,live,,T,C
2016,II,Caiman crocodilus fuscus,Reptilia,Crocodylia,Alligatoridae,Caiman,CH,DE,CO,,6.0,garments,,T,C
2016,II,Nepenthes reinwardtiana,,Nepenthales,Nepenthaceae,Nepenthes,JP,MY,,,5.0,cultures,,T,A
2016,II,Echinophyllia spp.,Anthozoa,Scleractinia,Pectiniidae,Echinophyllia,PL,ID,,7.0,4.0,live,,T,W
2016,II,Psephotus haematonotus,Aves,Psittaciformes,Psittacidae,Psephotus,AE,IT,SK,270.0,,live,,T,C
2016,II,Poicephalus meyeri,Aves,Psittaciformes,Psittacidae,Poicephalus,US,GB,XX,1.0,,live,,P,F
2016,II,Bubo bubo,Aves,Strigiformes,Strigidae,Bubo,JP,ES,BE,6.0,5.0,live,,T,C
2016,II,Amazona dufresniana,Aves,Psittaciformes,Psittacidae,Amazona,TW,GY,,,19.0,live,,T,W
2016,II,Crocodylus porosus,Reptilia,Crocodylia,Crocodylidae,Crocodylus,KR,BE,PG,,1.0,leather products (small),,,
2016,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,AE,GB,ML,,3.0,leather products (small),,T,W
2016,II,Salvator merianae,Reptilia,Sauria,Teiidae,Salvator,CH,AE,AR,,145.0,leather products (small),,T,W
2016,II,Favia veroni,Anthozoa,Scleractinia,Faviidae,Favia,US,AU,,14.0,,live,,T,W
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,KR,ES,ID,,63.0,skin pieces,,T,W
2016,II,Acipenser gueldenstaedtii,Actinopteri,Acipenseriformes,Acipenseridae,Acipenser,JP,FR,CN,0.5,0.5,caviar,kg,T,C
2016,II,Tridacnidae spp.,Bivalvia,Veneroida,Tridacnidae,,US,MH,,2419.0,,shells,g,P,I
2016,II,Gastrodia elata,,Orchidales,Orchidaceae,Gastrodia,NL,CN,,,60.0,medicine,kg,T,A
2016,II,Parodia leninghausii,,Caryophyllales,Cactaceae,Parodia,CH,NL,,,10523.0,live,,,A
2016,I,Paphiopedilum godefroyae,,Orchidales,Orchidaceae,Paphiopedilum,DE,US,,10.0,10.0,live,,T,D
2016,II,Mammillaria napina,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,,1485.0,live,,,A
2016,II,Vanda hybrid,,Orchidales,Orchidaceae,Vanda,AW,NL,,,134.0,live,,,A
2016,II,Merulina ampliata,Anthozoa,Scleractinia,Merulinidae,Merulina,CH,ID,,,25.0,live,,T,W
2016,II,Ionopsis utricularioides,,Orchidales,Orchidaceae,Ionopsis,DE,JM,,20.0,,live,,T,W
2016,II,Masdevallia zamorensis,,Orchidales,Orchidaceae,Masdevallia,DE,EC,,8.0,,live,,T,A
2016,II,Kinixys homeana,Reptilia,Testudines,Testudinidae,Kinixys,US,BJ,,83.0,,live,,T,R
2016,I,Falco hybrid,Aves,Falconiformes,Falconidae,Falco,SA,DE,,,1.0,live,,P,C
2016,II,Alligator mississippiensis,Reptilia,Crocodylia,Alligatoridae,Alligator,LT,HK,US,12.0,,leather products (small),,T,W
2016,II,Furcifer labordi,Reptilia,Sauria,Chamaeleonidae,Furcifer,US,MG,,9.0,,specimens,,S,W
2016,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,FR,BB,XX,,3.0,leather products (small),,T,C
